ID,ROW,COL,SCENE,LAT,LON,LSAT_ROW,LSAT_COL,REF_CODE,REF_CLASS,REF_NOTE,CONFIDENCE,INCLUSION,D_LAST_F,D_FIRST_NF,D_CLEAR,D_EXPAND,D_CHANGE,D_EVENT,ASSESSOR,REVIEWED,FINAL_CODE,FINAL_CLAS,REV_NOTE,Stratum,Fusion,MCCDC,TERRAI,REF_CODE_P
314,4844,9677,P227R065,-7.748958334,-54.85193036,5482,6115,1,C,big change,2,Full,2012274,2013132,2013244,0,0,0,xjtang,"b,x",1,C,D_last_F 2012306,2,4,1,1,1
317,5299,5342,P232R066,-8.696875,-64.11952934,3752,1842,1,C,change is about one pixel wide,2,Full,2012245,2012293,2012293,0,0,2012245,xjtang,"b,x",1,C,D_last_F 2012261 and D_First_NF 2012293,5,0,0,0,1
321,5321,5871,P232R066,-8.742708334,-63.0123576,3915,5902,1,C,edge of a small patch,2,Edge,2013199,2013279,0,0,0,2013247,xjtang,estelste,1,C, ,5,0,0,0,1
326,4926,9445,P227R065,-7.919791667,-55.36242587,6104,4235,0,F,40% non forest,2,Edge,0,0,0,0,0,0,xjtang,estelste,0,F, ,5,0,0,0,0
329,5245,5922,P232R066,-8.584375,-62.87837701,3331,6394,0,F,right next to a linear non-forest featrue,2,Near,0,0,0,0,0,0,xjtang,estelste,0,F, ,0,0,0,0,0
331,4557,9312,P227R065,-7.151041667,-55.54350715,3268,3579,1,C,"big change, three samples in this event, same drawing ,dates little bit different",2,Full,2013220,2013228,2015242,0,0,2013212,xjtang,"b,x",1,C,cleared 2013236,2,1,1,0,1
332,4841,9725,P227R065,-7.742708334,-54.75019641,5461,6489,1,C,lot of change going on in this area,2,Full,2013284,2014127,2014247,0,0,0,xjtang,"b,x",1,C,D_lasr_F 2014111,2,0,1,1,1
333,38,345,P007R059,2.263541666,-73.85033157,1220,3269,0,F,"half shrub half forest, stable",2,Full,0,0,0,0,0,0,xjtang,estelste,0,F, ,0,0,0,0,0
335,148,183,P007R059,2.034375,-74.17696141,2065,2059,0,F,stable forest but very close to non-forest,2,Near,0,0,0,0,0,0,xjtang,estelste,0,F, ,0,0,0,0,0
337,5444,5623,P232R066,-8.998958334,-63.57946288,4861,3825,1,C,active changing area,2,Full,2015229,2015237,0,0,0,0,xjtang,estelste,1,C, ,1,1,0,0,1
340,4678,9546,P227R065,-7.403125,-55.08312375,4203,5270,1,C,right next to a nf to begin then a new change added right next to the pixel on the other side,2,Near,0,0,2013244,0,0,2012258,xjtang,"b,x",1,C,little change in northern edge?,5,0,0,0,0
347,414,123,P007R059,1.480208333,-74.279995,4107,1677,1,C,stripes and lack of image makes the date and shape hard to define,2,Full,2013271,2014290,0,0,2014244,0,xjtang,"b,x",1,C,change occured in 2014242,5,0,0,0,1
357,5286,5644,P232R066,-8.669791667,-63.47846168,3647,4193,1,C,new field added and attached to a existing field,2,Full,2015093,2015165,2015229,0,0,0,xjtang,"b,x",1,C,D_Last_F 2015141,2,1,1,0,1
362,4873,9701,P227R065,-7.809375,-54.8093645,5706,6270,1,C,first nf hard to decide,2,Full,2012210,2013132,2013228,2012242,0,0,xjtang,"b,x",1,C,D_last_F 2012258 or later,3,1,1,1,1
363,5486,5287,P232R066,-9.086458334,-64.30381331,5190,1172,4,NF,wetland area near a river,2,Full,0,0,0,0,0,0,xjtang,estelste,4,NF, ,4,4,4,0,4
365,4556,9307,P227R065,-7.148958334,-55.55375208,3260,3541,1,C,big event multiple pixels,2,Full,2013244,2013260,2013284,0,2013258,2013212,xjtang,estelste,1,C, ,3,1,1,1,1
378,4851,9346,P227R065,-7.763541667,-55.54979452,5525,3548,1,C,change shape little hard to deliniate,2,Full,2013348,2014135,2014231,0,2014121,0,xjtang,estelste,1,C, ,2,1,0,1,1
381,4887,9582,P227R065,-7.838541667,-55.06345344,5809,5335,1,C,big change,2,Full,2013284,2013348,0,0,0,0,xjtang,estelste,1,C, ,2,1,1,0,1
386,4448,9112,P227R065,-6.923958334,-55.93606562,2427,2136,1,C,close to edge,2,Full,2015058,2015090,2015234,0,0,0,xjtang,"b,x",1,C,D_Last_F 2015058,2,1,1,0,1
388,4718,9379,P227R065,-7.486458334,-55.4445015,4505,3939,1,C,changes a separated into two two fields by a very thin tree line in the middle that actually cross the pixel,2,Full,2015146,2015154,2015234,0,2015152,2015146,xjtang,"b,x",1,C,D_change_2015152,2,1,1,0,1
391,4992,5777,P232R066,-8.057291667,-63.09892838,1389,5584,0,F,"looks like stable forest, have some pattern may have some very recent change end of 2015",2,Full,0,0,0,0,0,0,xjtang,estelste,0,F, ,0,0,0,0,0
392,4838,9682,P227R065,-7.736458334,-54.83979096,5437,6160,1,C,2 pixles in one big event other one is 314,2,Full,2012306,2013132,2013244,0,0,0,xjtang,"b,x",1,C,D_Last_F 2012306,3,1,1,1,1
393,5431,5771,P232R066,-8.971875,-63.26255836,4759,4986,4,NF,"stable, non-forest, hart to tell what it is, could be flooding",2,Edge,0,0,0,0,0,0,xjtang,estelste,4,NF, ,4,4,4,0,4
395,4754,9578,P227R065,-7.561458334,-55.03586805,4788,5441,0,F,"mostly forest, have little spot of degreagation, seems to have some regrowth in this area",2,Full,0,0,0,0,0,0,xjtang,"b,x",0,F,very small change patch? 2015210,0,0,0,0,0
396,5281,5656,P232R066,-8.659375,-63.45141476,3608,4292,0,F,close to non-forest,2,Near,0,0,0,0,0,0,xjtang,estelste,0,F, ,0,0,0,0,0
399,4957,9470,P227R065,-7.984375,-55.3185505,6343,4395,1,C,"in the same event as 276, big change",2,Full,2014119,2014167,2014231,0,0,0,xjtang,"b,x",1,C,D_change 2014167 or later,3,1,1,1,1
0,4848,9736,P227R065,-7.757291667,-54.72896465,5516,6567,1,C, ,2,Full,2014079,2014111,2014239,0,0,0,bullocke,"b,x",1,C,event start in 2013284,3,1,1,1,1
3,4454,9364,P227R065,-6.936458334,-55.40867797,2478,4078,0,F,On edge of non-forest,2, ,0,0,0,0,0,0,bullocke,estelste,0,F, ,4,0,4,0,0
8,4848,9693,P227R065,-7.757291667,-54.81937536,5514,6234,1,C, ,2, ,2014111,2014151,2014159,0,0,0,bullocke,"b,x",1,C,"not sure, maybe change occure later 2014151",3,1,1,1,1
15,4328,9426,P227R065,-6.673958334,-55.24834458,1513,4672,4,NF,"does get more clear, but definitely does not start forest",2, ,0,0,0,0,0,0,bullocke,estelste,4,NF, ,1,4,4,1,4
19,187,372,P007R059,1.953125,-73.77932082,2363,3533,1,C,its pretty close to full inclusion,2,Edge,2014002,2014122,0,0,2014011,2013015,bullocke,"b,x",1,C,D_change 2014011 or later?,2,1,1,0,1
20,76,233,P007R059,2.184375,-74.07987196,1512,2418,1,C,landsat band 5 shows slight change earlier,2,Edge,2013031,2014022,0,0,0,0,bullocke,"b,x",1,C,D_Last_F 2013271,0,0,0,0,1
34,4767,9355,P227R065,-7.588541667,-55.50801588,4881,3704,1,C,brown spot on top of pixel seen in earlier images (1999),2,Full,2014207,2014215,2014231,0,0,2014283,bullocke,estelste,1,C, ,3,1,1,1,1
41,4668,9531,P227R065,-7.382291667,-55.11203632,4126,5164,0,F,"slightly more forest than non-forest, changes happened earlier",2,Edge,0,0,0,0,0,0,bullocke,estelste,0,F, ,5,0,0,0,0
43,5124,5850,P232R066,-8.332291667,-62.98885143,2402,5989,0,F,river cuts through,2, ,0,0,0,0,0,0,bullocke,estelste,0,F, ,0,0,0,0,0
45,4852,9348,P227R065,-7.765625,-55.5458647,5533,3563,1,C,starts near non-forest,2,Full,2013348,2014231,2014231,0,0,2014135,bullocke,"b,x",1,C,D_change in 2014121,2,1,0,1,1
50,4732,9309,P227R065,-7.515625,-55.59531495,4611,3384,1,C,"subtle, but definitely change",2,Edge,2014015,2014111,0,0,0,0,bullocke,estelste,1,C, ,5,0,0,0,1
51,4856,9731,P227R065,-7.773958334,-54.74164903,5577,6520,1,C,MODIS date is atleast closer to acrtual date,2,Full,2012306,2013132,2013236,0,2013123,0,bullocke,"b,x",1,C,D_Last_F 2012306,3,1,1,1,1
58,5494,5728,P232R066,-9.103125,-63.37633863,5243,4569,1,C,started slightly earlier outside of pixel,2,Full,2014218,2014250,2014258,0,0,2014218,bullocke,"b,x",1,C,"change occured later, 2014250 or later",1,1,0,0,1
63,4864,9560,P227R065,-7.790625,-55.10339414,5632,5189,0,F,"looks like it degrades for a couple images, no actual disturbance though",2, ,0,0,0,0,0,0,bullocke,estelste,0,F, ,0,0,0,0,0
76,4867,9347,P227R065,-7.796875,-55.5521075,5648,3539,1,C, ,2,Full,2015226,2015234,0,0,2015226,0,bullocke,estelste,1,C, ,2,1,1,0,1
77,4388,9477,P227R065,-6.798958334,-55.1555811,1975,5012,4,NF,"tricky; it changed right at end of 2011, kind of looks like it changed during study period;",2, ,0,0,0,0,0,0,bullocke,"b,x",4,NF,change in 2014231 ??,5,0,0,0,4
88,4562,9316,P227R065,-7.161458334,-55.53637616,3306,3605,1,C, ,2, ,2013188,2013212,2013228,0,0,0,bullocke,estelste,1,C, ,3,1,1,1,1
90,4717,9366,P227R065,-7.484375,-55.47155266,4497,3840,1,C,not overlapping pixel at all,2,Near,2014183,2014191,2014231,0,0,0,bullocke,"b,x",1,C,dont see change,5,0,0,0,0
91,180,387,P007R059,1.967708333,-73.74869517,2310,3647,1,C,not quite sure what the event is here,2, ,2014298,2014346,2014346,0,2014331,0,bullocke,"b,x",1,C,D_Change 2014331 ??,1,0,1,0,1
92,4955,9475,P227R065,-7.980208334,-55.30746786,6327,4436,1,C, ,2,Full,2014151,2014167,2014231,0,2014160,0,bullocke,estelste,1,C, ,2,1,1,0,1
700,5286,5884,P232R066,-8.669791667,-62.97268239,3646,6048,1,C,"small change, two expansions second one 2015245",2,Edge,2013103,2013199,2013279,2014354,0,0,xjtang,"b,x",1,C,is it changeing already 2012357?,5,0,0,0,1
703,4408,9209,P227R065,-6.840625,-55.72271466,2122,2922,1,C,"a change near by occured first, then the pixel is changed by another event",2,Full,2014247,2014255,2014287,2015210,0,0,xjtang,bullocke,1,C, ,2,1,1,0,1
704,507,807,P007R059,1.286458333,-72.84857029,4818,6988,4,NF,"part forest part soil or rock, hard to confirm",2,Edge,0,0,0,0,0,0,xjtang,bullocke,4,NF, ,4,0,4,0,4
705,4558,9451,P227R065,-7.153125,-55.2519057,3279,4652,1,C,dynamic area,2,Edge,2012210,2012258,2012306,0,0,0,xjtang,bullocke,1,C, ,5,0,0,0,1
706,5459,5568,P232R066,-9.030208334,-63.70098583,4977,3380,0,F,"might have very little change in the very end of the time series, near change",2,Near,0,0,0,0,0,0,xjtang,"b,x",0,F,"hard to tell if this changes, looks like it does but very subtle",0,0,0,0,0
707,4828,9548,P227R065,-7.715625,-55.11880292,5355,5134,0,F,"on the edge, 65% forest",2,Edge,0,0,0,0,0,0,xjtang,bullocke,0,F, ,5,0,0,0,0
708,4717,9376,P227R065,-7.484375,-55.45054031,4498,3917,1,C,same event as pixel 388,2,Full,2015138,2015146,2015234,0,0,0,xjtang,bullocke,1,C, ,3,1,1,1,1
711,4846,9716,P227R065,-7.753125,-54.77047371,5499,6414,1,C,same event as pixel 332,2,Full,2014151,2014159,2014239,0,0,2014127,xjtang,bullocke,1,C, ,3,1,1,1,1
712,4454,9114,P227R065,-6.936458334,-55.93335155,2473,2145,1,C,"close to non-forest to begin with, close to anotherevent, 386",2,Edge,2013276,2014135,2014231,0,0,0,xjtang,bullocke,1,C, ,5,0,0,0,1
717,5336,5321,P232R066,-8.773958334,-64.17705352,4036,1632,1,C,second expansion 2015229,2,Edge,2013279,2014122,2014242,2015141,0,0,xjtang,"b,x",1,C,im confused with the d_event,3,1,1,1,1
724,5608,5814,P232R066,-9.340625,-63.23743071,6118,5079,4,NF,a change near by but the pixel is already nf in the begining,2,Edge,0,0,0,0,0,0,xjtang,bullocke,4,NF, ,5,0,0,0,4
725,5513,5339,P232R066,-9.142708334,-64.20421505,5396,1537,4,NF,almost half forest half nf,2,Edge,0,0,0,0,0,0,xjtang,bullocke,4,NF, ,4,4,0,0,4
733,4435,9287,P227R065,-6.896875,-55.56562045,2331,3500,1,C,big event,2,Full,2015162,2015194,2015234,0,2015184,2015162,xjtang,bullocke,1,C, ,2,1,1,0,1
734,4890,9684,P227R065,-7.844791667,-54.8497732,5836,6121,1,C,among some huge ag field,2,Full,2012258,2013132,2013244,0,0,0,xjtang,bullocke,1,C, ,1,4,1,0,1
735,5572,6086,P232R066,-9.265625,-62.64971418,5842,7230,0,F,"slightly more forest ,surrounded by nf",2,Edge,0,0,0,0,0,0,xjtang,bullocke,0,F, ,4,4,4,0,0
739,4843,9670,P227R065,-7.746875,-54.86637665,5475,6062,1,C,same event as 392 314,2,Full,2012274,2013132,2013244,0,0,0,xjtang,bullocke,1,C, ,5,0,0,0,1
741,103,368,P007R059,2.128125,-73.79568959,1718,3472,4,NF,"stable, mostly nf",2,Edge,0,0,0,0,0,0,xjtang,bullocke,4,NF, ,4,4,4,0,4
742,5295,5823,P232R066,-8.688541667,-63.10438689,3715,5565,1,C,small change,2,Edge,2015093,2015117,2015237,0,0,0,xjtang,bullocke,1,C, ,1,1,0,0,1
745,4571,9312,P227R065,-7.180208334,-55.54706195,3375,3565,1,C,same big event as 365 331 302,2,Full,2013188,2013212,2013284,0,0,0,xjtang,bullocke,1,C, ,2,1,0,1,1
746,351,133,P007R059,1.611458333,-74.26374548,3623,1738,1,C,"a change nearb by, last forest for the change is 2013015",2,Near,0,0,2014162,0,0,2013351,xjtang,bullocke,1,C, ,0,0,0,0,0
751,4441,9508,P227R065,-6.909375,-55.1033033,2383,5203,4,NF,"looks like in the middle of a ag field, some part still forest",2,Edge,0,0,0,0,0,0,xjtang,bullocke,4,NF, ,1,4,4,1,4
753,5343,5325,P232R066,-8.788541667,-64.17114452,4090,1654,1,C,dates hard to determine,2,Full,2012357,2013199,2014242,2014162,0,2013071,xjtang,bullocke,1,C, ,3,1,1,1,1
754,4995,9741,P227R065,-8.063541667,-54.75910529,6644,6450,1,C,start of change hard to determine,2,Full,2012258,2013132,2015234,0,0,0,xjtang,bullocke,1,C, ,2,1,1,0,1
755,5185,5359,P232R066,-8.459375,-64.0436431,2876,2118,1,C,a very narrow stripe,2,Edge,2014354,2015061,2015261,0,0,0,xjtang,bullocke,1,C, ,1,1,0,0,1
759,4360,9247,P227R065,-6.740625,-55.6314174,1754,3260,1,C,event start date hard to capture,2,Full,2014207,2014215,2014239,0,0,2014167,xjtang,bullocke,1,C, ,2,1,4,1,1
601,4863,9637,P227R065,-7.788541667,-54.94120976,5627,5786,1,C,"big event, event start date hard to determine",2,Full,2013276,2014031,0,0,0,2013284,xjtang,bullocke,1,C, ,1,1,0,0,1
604,4362,9240,P227R065,-6.744791667,-55.64658068,1769,3204,1,C,699 in the same event,2,Full,2014207,2014223,2014247,0,0,2014215,xjtang,bullocke,1,C, ,3,1,1,1,1
609,4679,9426,P227R065,-7.405208334,-55.3354867,4207,4341,0,F,"stable, hard to decide whether its forest more or nf more",2,Edge,0,0,0,0,0,0,xjtang,"b,x",4,NF,looks like NF in GE,5,0,0,0,4
610,413,204,P007R059,1.482291666,-74.11125835,4099,2303,4,NF,some change within old change,2,Edge,0,0,0,0,0,0,xjtang,bullocke,4,NF, ,4,0,4,0,4
615,4397,9278,P227R065,-6.817708334,-55.57527188,2039,3466,1,C, ,2,Full,2014167,2014175,2014215,0,0,2014135,xjtang,bullocke,1,C, ,3,1,1,1,1
617,4979,9481,P227R065,-8.030208334,-55.30163216,6512,4457,1,C,same as 632,2,Full,2015170,2015178,2015226,0,0,0,xjtang,bullocke,1,C, ,2,1,1,0,1
620,5043,5350,P232R066,-8.163541667,-64.01429543,1785,2223,1,C,"half non forest to begin, then a change very close to the pixel ,touch the pixel a little bit",2,Edge,2015221,2015229,2015261,0,0,0,xjtang,bullocke,1,C, ,1,1,0,0,1
623,4966,5742,P232R066,-8.003125,-63.16414702,1189,5345,0,F,"looks like forest in the images, something might happening in the very end of the time series",2,Full,0,0,0,0,0,0,xjtang,bullocke,0,F, ,0,0,0,0,0
624,4939,9402,P227R065,-7.946875,-55.4565248,6202,3889,1,C,near a ag field then changed,2,Full,2014167,2014175,2014215,0,0,2014167,xjtang,bullocke,1,C, ,3,1,1,1,1
626,4957,9397,P227R065,-7.984375,-55.47212256,6340,3831,1,C,right next to a big change,2,Near,0,0,2014215,0,0,2014151,xjtang,"b,x",1,C,"I would say edge, but just barely",1,1,0,0,0
628,5560,5599,P232R066,-9.240625,-63.67318389,5752,3483,1,C,two phase change,2,Full,2013279,2014162,2015181,2015117,0,2014130,xjtang,"b,x",1,C,"its hard to see anything in 2014138, id say the one before if the change starts below",3,1,1,1,1
629,5521,5676,P232R066,-9.159375,-63.49607269,5451,4131,4,NF,"theres a small patch that is kind of just changed in the begining of 2012, touches the pixel little bit",2,Edge,0,0,0,0,0,0,xjtang,"b,x",0,F,i would call this forest based on GE,1,0,0,1,0
631,5494,5729,P232R066,-9.103125,-63.37422873,5243,4577,1,C,starting date little bit hard to pinpoint,2,Full,2014186,2014226,2014290,0,0,2014194,xjtang,bullocke,1,C, ,3,1,1,1,1
632,4980,9483,P227R065,-8.032291667,-55.29770793,6520,4471,1,C,same as 617,2,Full,2015170,2015178,2015226,0,0,0,xjtang,bullocke,1,C, ,2,1,1,0,1
633,436,83,P007R059,1.434375,-74.36184283,4276,1374,1,C,very small change,2,Edge,2012253,2013015,0,0,0,0,xjtang,bullocke,1,C, ,1,4,4,1,1
635,177,424,P007R059,1.973958333,-73.6718429,2286,3932,1,C,"a change right next to the pixel, catches the pixel a little bit",2,Edge,2013015,2013031,0,0,0,0,xjtang,bullocke,1,C, ,5,0,0,0,1
637,4453,9533,P227R065,-6.934375,-55.05375513,2476,5386,1,C,"first change obviouse, second change same as 316, looks like degregation",2,Full,2015146,2015162,2015234,2015242,0,0,xjtang,bullocke,1,C, ,2,1,1,0,1
638,4864,9724,P227R065,-7.790625,-54.75854452,5638,6457,1,C,same event as 377,2,Full,2012306,2013156,2013228,0,0,2013132,xjtang,bullocke,1,C, ,3,1,1,1,1
639,4407,9207,P227R065,-6.838541667,-55.72666816,2114,2908,1,C,same event as 703,2,Edge,2014247,2014255,2014287,0,0,0,xjtang,bullocke,1,C, ,5,0,0,0,1
640,4693,9383,P227R065,-7.434375,-55.42949798,4314,3995,1,C,close to nf to begin with,2,Full,2015090,2015130,2015234,0,0,2015114,xjtang,bullocke,1,C, ,3,1,1,1,1
642,418,128,P007R059,1.471875,-74.26929651,4138,1717,0,F,10% nf,2,Edge,0,0,0,0,0,0,xjtang,bullocke,0,F,"looks like forest, really could be either though",0,0,0,0,0
643,4847,9734,P227R065,-7.755208334,-54.73289873,5508,6552,1,C,event start date tricky,2,Full,2013284,2014127,2014239,0,2014121,2014111,xjtang,"b,x",1,C,i would put event start 2014111,3,1,1,1,1
645,4413,9202,P227R065,-6.851041667,-55.73861911,2160,2864,1,C,the phases change,2,Full,2012210,2012242,2014231,2014135,0,0,xjtang,bullocke,1,C, ,2,1,0,1,1
653,5210,5689,P232R066,-8.511458334,-63.35717292,3063,4637,0,F,riparian area,2,Edge,0,0,0,0,0,0,xjtang,bullocke,0,F, ,0,0,0,0,0
668,4421,9536,P227R065,-6.867708334,-55.03970746,2230,5438,4,NF,"stable , half nf half f",2,Edge,0,0,0,0,0,0,xjtang,bullocke,4,NF, ,1,4,4,1,4
669,4721,9370,P227R065,-7.492708334,-55.4642081,4528,3867,1,C, ,2,Full,2014191,2014199,2014231,0,0,2014191,xjtang,bullocke,1,C, ,3,1,1,1,1
671,4923,9741,P227R065,-7.913541667,-54.73899042,6092,6527,1,C, ,2,Full,2013284,2014111,2014239,0,0,0,xjtang,bullocke,1,C, ,3,1,1,1,1
672,5448,5589,P232R066,-9.007291667,-63.65264576,4892,3557,1,C,"right on the edge of the change, could be near or edge, hard to decide",2,Edge,2014362,2015109,2015237,0,0,0,xjtang,bullocke,1,C, ,1,1,0,0,1
673,67,526,P007R059,2.203125,-73.46993242,1441,4679,1,C,good size change in this scene,2,Edge,2014178,2014346,2014253,0,0,2014122,xjtang,bullocke,1,C, ,1,0,1,0,1
674,4492,9438,P227R065,-7.015625,-55.26271692,2772,4615,0,F,70% forest,2,Edge,0,0,0,0,0,0,xjtang,bullocke,0,F, ,5,0,0,0,0
675,5457,5602,P232R066,-9.026041667,-63.62852834,4961,3645,1,C,two new small field added to aold fields,2,Full,2014234,2014242,2014290,2015173,0,0,xjtang,bullocke,1,C, ,3,1,1,1,1
686,5278,5345,P232R066,-8.653125,-64.10573766,3590,1892,1,C,a small change attached to a old change,2,Edge,2015261,2015269,2015293,0,0,0,xjtang,bullocke,1,C, ,0,0,0,0,1
689,450,217,P007R059,1.405208333,-74.08165397,4383,2413,4,NF,60/40,2,Edge,0,0,0,0,0,0,xjtang,"b,x",0,F,this looks like forest in GE to me,0,0,0,0,0
695,4846,9386,P227R065,-7.753125,-55.46431644,5488,3863,1,C,"most of the pixel is changed early in the ts, the rest just changed in study time period",2,Full,2014183,2014199,2014239,0,0,2014167,xjtang,"b,x",1,C,hard to tell based on imagery if it was already changed,2,1,0,1,1
699,4369,9239,P227R065,-6.759375,-55.65035551,1823,3190,1,C,same event as 604,2,Full,2014231,2014247,2014255,0,0,2014215,xjtang,bullocke,1,C, ,3,1,1,1,1
567,4858,9753,P227R065,-7.778125,-54.69593372,5593,6688,1,C, ,2, ,2013348,2014079,2014079,0,0,2014079,estelste,bullocke,1,C, ,3,1,1,1,1
571,4881,9724,P227R065,-7.826041667,-54.76318638,5768,6440,1,C,polygon?,2, ,2014079,2014127,2015274,0,2014121,2014079,estelste,"b,x",1,C,should we record the clear date for this?,5,0,0,0,1
574,5269,5806,P232R066,-8.634375,-63.13112231,3515,5467,1,C, ,2,Edge,2014162,2014186,2014242,0,0,2014186,estelste,"b,x",1,C,would we consider 2014242 cleared?,5,0,0,0,1
575,4578,9313,P227R065,-7.194791667,-55.54674505,3429,3566,1,C,rapid change,2, ,2013188,2013212,2013220,0,2013212,2013212,estelste,bullocke,1,C, ,2,1,0,1,1
577,4932,9763,P227R065,-7.932291667,-54.69520734,6162,6687,1,C,fire visible nicely in DOY 226,2, ,2015242,2015258,0,0,0,2015242,estelste,"b,x",1,C,would we consider this changed?,0,0,0,0,1
582,4787,9337,P227R065,-7.630208334,-55.55124392,5034,3545,1,C,check polygon,2, ,2014199,2014207,2014215,0,2014206,2014167,estelste,"b,x",1,C,"polygon makes it look like edge, but it looks like its full",2,1,1,0,1
586,758,94,P007R059,0.763541666,-74.32222437,6748,1521,1,C, ,2,Edge,2015253,2015293,2015293,0,0,2015293,estelste,"b,x",1,C,"dates are right, but should it also be considered clear then?",2,1,1,0,1
587,4963,5368,P232R066,-7.996875,-63.94999664,1170,2458,0,F, ,2,Edge,0,0,0,0,0,0,estelste,"b,x",4,NF, ,1,4,4,1,4
589,325,699,P007R059,1.665625,-73.08608876,3421,6105,0,F, ,2, ,0,0,0,0,0,0,estelste,bullocke,0,F, ,0,0,0,0,0
590,4958,9481,P227R065,-7.986458334,-55.29569155,6351,4479,1,C,check polygon,2, ,2014151,2014167,2014167,0,2014160,2014151,estelste,bullocke,1,C, ,3,1,1,1,1
204,4962,9418,P227R065,-7.994791667,-55.42935869,6379,3988,1,C,"in the middle of the whole field, the pixel itself is not completely changed",2,Full,2012274,2013132,2013244,0,0,0,xjtang,bullocke,1,C, ,2,1,1,0,1
205,4252,9561,P227R065,-6.515625,-54.94761789,933,5783,4,NF,"pixel in the middle of a field, next to a no change part",2,Full,0,0,0,0,0,0,xjtang,bullocke,4,NF, ,4,4,4,0,4
208,4315,9402,P227R065,-6.646875,-55.29563344,1412,4498,4,NF,"partially changed initially, in between forest and nonforest area",2,Edge,0,0,0,0,0,0,xjtang,bullocke,4,NF, ,1,4,4,1,4
212,4487,9732,P227R065,-7.005208334,-54.6443748,2744,6893,0,F,mostly forest but on a river,2,Edge,0,0,0,0,0,0,xjtang,bullocke,0,F, ,0,0,0,0,0
218,4829,9371,P227R065,-7.717708334,-55.49119526,5357,3764,1,C,first change hard to determine,2,Full,2013172,2013180,2013236,0,0,2013172,xjtang,bullocke,1,C, ,3,1,1,1,1
219,4687,9269,P227R065,-7.421875,-55.66742799,4265,3120,1,C,right on the edge,2,Edge,2013188,2013204,2013236,0,0,2013188,xjtang,bullocke,1,C, ,5,0,0,0,1
220,4694,9348,P227R065,-7.436458334,-55.50329619,4320,3723,1,C,"two expansions, first on 2014247, very close to the sample pixel, second expansion completely converted the pixel therefore date recoreded",2,Full,2014191,2014199,2014231,2015194,0,2014191,xjtang,bullocke,1,C, ,3,1,1,1,1
226,4334,9487,P227R065,-6.686458334,-55.12180267,1560,5138,1,C,"started right outside of a ag field, then converted later",2,Full,2015114,2015154,2015234,0,2015153,2014319,xjtang,bullocke,1,C, ,2,1,1,0,1
231,4871,9534,P227R065,-7.805208334,-55.15998807,5685,4981,4,NF,"on the edge of a field,very close to 50/50",2,Edge,0,0,0,0,0,0,xjtang,bullocke,4,NF, ,5,0,0,0,4
232,4858,9751,P227R065,-7.778125,-54.70013908,5593,6672,1,C,right next a change and then later itself changed,2,Full,2013284,2014079,2014239,0,0,0,xjtang,bullocke,1,C, ,3,1,1,1,1
239,4195,9281,P227R065,-6.396875,-55.52172004,488,3668,1,C,on the edge of a change happened in early 2012,2,Edge,2012146,2012210,2012258,0,0,0,xjtang,bullocke,1,C, ,1,0,0,1,1
244,4850,9364,P227R065,-7.761458334,-55.51167246,5518,3688,1,C,"area to the left changed first, then this pixel changed later",2,Full,2014167,2014183,2014231,0,0,0,xjtang,bullocke,1,C, ,3,1,1,1,1
256,4270,9542,P227R065,-6.553125,-54.99158104,1071,5620,1,C,"a decent size square forest surrounded by change, then part of it changed, no clear date",2,Edge,2014351,2015114,0,0,0,2015090,xjtang,bullocke,1,C, ,5,0,0,0,1
718,4252,9061,P227R065,-6.515625,-55.99605648,921,1918,1,C,"big change, hard to pinpoint the date",2,Full,2012210,2013140,2013244,0,2013125,2012258,xjtang,bullocke,1,C, ,3,1,1,1,1
722,4334,9570,P227R065,-6.686458334,-54.9477018,1563,5780,1,C,big change near old change,2,Full,2014207,2014215,2014255,0,0,2014207,xjtang,bullocke,1,C, ,3,1,1,1,1
728,4327,9439,P227R065,-6.671875,-55.22084155,1505,4773,1,C,"surrounded by ag fields, new field added later and changed the pixel",2,Edge,2014351,2015058,2015234,0,0,0,xjtang,bullocke,1,C, ,1,1,0,0,1
736,4336,9482,P227R065,-6.690625,-55.13276085,1576,5098,1,C,same event as pixel 226,2,Full,2015114,2015154,2015234,0,2015153,2014319,xjtang,bullocke,1,C, ,3,1,1,1,1
758,4277,9492,P227R065,-6.567708334,-55.09804554,1123,5228,1,C,"pixel is not cleared, clear date for event",2,Full,2013036,2013172,2013244,0,0,0,xjtang,bullocke,1,C, ,1,0,1,0,1
622,4325,9384,P227R065,-6.667708334,-55.33573558,1489,4350,4,NF,looks forest but signal indicates nf,2,Edge,0,0,0,0,0,0,xjtang,bullocke,4,NF, ,1,4,4,1,4
666,4246,9582,P227R065,-6.503125,-54.90221677,888,5951,0,F,"looks like forest ,but seasonally brown, not sure",2,Near,0,0,0,0,0,0,xjtang,bullocke,0,F, ,4,4,4,0,0
692,4213,9411,P227R065,-6.434375,-55.25325612,629,4657,1,C,"close to nf to begin with ,then changed",2,Full,2013244,2013252,2013340,0,0,2013236,xjtang,bullocke,1,C, ,2,1,4,1,1
698,4253,9587,P227R065,-6.517708334,-54.89332708,942,5983,0,F,looks like forest near some brown spots,2,Full,0,0,0,0,0,0,xjtang,bullocke,0,F, ,0,0,0,0,0
